url,cluster,change_rate
"https://articulo.mercadolibre.cl/MLC-1369082969-funda-con-tapa-para-oppo-realme-8-8i-5g-realme7i-6i-6s-5s-5i-_JM?attributes=PATTERN_NAME:UmVhbG1lIDggUHJvLUNhc2UgJiBTdHJhcA==,COLOR_SECONDARY_COLOR:V2luZSByZWQ=",0,No Change
"https://articulo.mercadolibre.cl/MLC-1887559012-funda-de-piel-tipo-cartera-cards-solt-para-samsung-stand-cov-_JM?attributes=COLOR_SECONDARY_COLOR:TmVncm8=,PATTERN_NAME:Rm9yIFNhbXN1bmcgQTI0IDRH",0,No Change
"https://articulo.mercadolibre.cl/MLC-586480331-carcasas-personalizada-my-hero-academy-midoriyatodoroki-_JM?attributes=PATTERN_NAME:UzExIFBMVVM=,COLOR_SECONDARY_COLOR:RGlzZcOxbyAz",0,No Change
"https://articulo.mercadolibre.cl/MLC-1058998806-robot-inteligente-para-mascotas-juguete-inteligente-para-ni-_JM?attributes=CHARACTER:cGV0IHB1cHB5,COLOR_SECONDARY_COLOR:QXp1bA==",0,No Change
"https://articulo.mercadolibre.cl/MLC-1871049988-camisetas-de-manga-larga-for-hombre-henley-con-cuello-en-v-_JM?attributes=COLOR_SECONDARY_COLOR:TSBXaGl0ZQ==,SIZE:MlhH",0,No Change
"https://articulo.mercadolibre.cl/MLC-586480331-carcasas-personalizada-my-hero-academy-midoriyatodoroki-_JM?attributes=PATTERN_NAME:QTIw,COLOR_SECONDARY_COLOR:RGlzZcOxbyAy",0,No Change
"https://articulo.mercadolibre.cl/MLC-1302774134-botin-nazca-thor-cafe-nu-200-_JM?attributes=COLOR_SECONDARY_COLOR:TWFycsOzbg==,SIZE:NDQ=",0,No Change
https://articulo.mercadolibre.cl/MLC-1281470741-protector-de-la-pared-protector-de-la-manija-de-la-puerta-_JM,0,No Change
"https://articulo.mercadolibre.cl/MLC-958069887-carcasa-de-vidrio-compatible-con-samsung-_JM?attributes=COLOR_SECONDARY_COLOR:TGlsYQ==,PATTERN_NAME:UzEw",0,No Change
https://articulo.mercadolibre.cl/MLC-1415674339-juego-de-articulos-de-papeleria-regla-redonda-_JM?attributes=COLOR_SECONDARY_COLOR:Um9zYQ==,0,No Change
https://articulo.mercadolibre.cl/MLC-605152277-cubre-mesa-forrado-en-ecocuero-de-140x90-cm-_JM?attributes=COLOR_SECONDARY_COLOR:Q0FORUxBIE9TQ1VSTw==,0,No Change
https://articulo.mercadolibre.cl/MLC-596545530-envio-gratis-botella-lechera-1-litro-pack-22-unid-con-tapa-_JM?attributes=COLOR_SECONDARY_COLOR:VGFwYSBOZWdyYQ==,0,No Change
https://articulo.mercadolibre.cl/MLC-578422096-manguera-retractil-expandible-15-mts-_JM?attributes=COLOR_SECONDARY_COLOR:VmVyZGUgbGltYQ==,0,No Change
https://articulo.mercadolibre.cl/MLC-957361198-gota-de-cristal-14mm-varios-colores-por-tira-de-10uni-_JM?attributes=Q09MT1JFUw==:QkVJR0U=,0,No Change
"https://articulo.mercadolibre.cl/MLC-1421716607-bata-de-harry-pottercorbatacamisaarmazavarita-magica-_JM?attributes=COLOR_SECONDARY_COLOR:QW1hcmlsbG8=,SIZE:MTUw",0,No Change
"https://articulo.mercadolibre.cl/MLC-1380963362-silla-gamer-titanium-reclinable-masajeador-reposapie-premium-_JM?attributes=UPHOLSTERY_MATERIAL:RWNvY3Vlcm8=,COLOR_SECONDARY_COLOR:Um9zYQ==",0,No Change
"https://articulo.mercadolibre.cl/MLC-991158358-carcasa-magnetica-con-mica-de-vidrio-templado-pgalaxy-s22-_JM?attributes=PATTERN_NAME:R2FsYXh5IFMyMw==,COLOR_SECONDARY_COLOR:QXp1bA==",0,No Change
https://articulo.mercadolibre.cl/MLC-1033123214-marcadores-permanentes-lyra-mark-all-unidad-_JM?attributes=COLOR_SECONDARY_COLOR:RVNNRVJBTEQgR1JFRU4gMDYz,0,No Change
"https://articulo.mercadolibre.cl/MLC-1657421586-funda-para-samsung-carcasa-astronauta-soporte-correas-_JM?attributes=COLOR_SECONDARY_COLOR:VmlvbGV0YQ==,PATTERN_NAME:U2Ftc3VuZyBTMjJVbHRyYQ==",0,No Change
https://articulo.mercadolibre.cl/MLC-1403473799-2-espejo-de-asiento-trasero-de-coche-espejo-retrovisor-_JM?attributes=COLOR_SECONDARY_COLOR:U3R5bGUgRQ==,0,No Change
https://articulo.mercadolibre.cl/MLC-1398878763-llave-allen-tactix-206380-punta-torx-t20-_JM,0,No Change
https://articulo.mercadolibre.cl/MLC-579269338-soporte-pared-nintendo-pro-controller-nintendo-switch-_JM,0,No Change
https://articulo.mercadolibre.cl/MLC-501397749-tazon-magico-negro-one-piece-luffy-_JM?attributes=bHVmZnkgMg==:bXVnaTI=,0,No Change
